id,family,description,uri_template,canonical_form,canonical_example,match_example,citation_type,is_canonical,is_neutral,jurisdiction,pattern
ewhc_merc,EWHC-QBD-Mercantile,High Court (Mercantile Court),https://caselaw.nationalarchives.gov.uk/ewhc/mercantile/year/d1,[dddd] EWHC d+ (Mercantile),[2022] EWHC 123 (Mercantile),[2022] EWHC 123 (Mercantile),NCitYearAbbrNumDiv,TRUE,TRUE,EW,"{""id"": ""ewhc_merc"", ""description"": ""High Court (Mercantile Court)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""EWHC""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""Mercantile""}, {""ORTH"": "")""}]}"
ewhc_merc_a,EWHC-QBD-Mercantile,High Court (Mercantile Court),https://caselaw.nationalarchives.gov.uk/ewhc/mercantile/year/d1,[dddd] EWHC d+ (Mercantile),[2022] EWHC 123 (Mercantile),(2022) EWHC 123 (Mercantile),NCitYearAbbrNumDiv,FALSE,TRUE,EW,"{""id"": ""ewhc_merc_a"", ""description"": ""High Court (Mercantile Court)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""(""}, {""SHAPE"": ""dddd""}, {""ORTH"": "")""}, {""ORTH"": ""EWHC""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""Mercantile""}, {""ORTH"": "")""}]}"
ewhc_pat,EWHC-Chancery-Patents,High Court (Patents Court),https://caselaw.nationalarchives.gov.uk/ewhc/pat/year/d1,[dddd] EWHC d+ (Pat),[2022] EWHC 123 (Pat),[2022] EWHC 123 (Pat),NCitYearAbbrNumDiv,TRUE,TRUE,EW,"{""id"": ""ewhc_pat"", ""description"": ""High Court (Patents Court)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""EWHC""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""Pat""}, {""ORTH"": "")""}]}"
ewhc_pat_a,EWHC-Chancery-Patents,High Court (Patents Court),https://caselaw.nationalarchives.gov.uk/ewhc/pat/year/d1,[dddd] EWHC d+ (Pat),[2022] EWHC 123 (Pat),(2022) EWHC 123 (Pat),NCitYearAbbrNumDiv,FALSE,TRUE,EW,"{""id"": ""ewhc_pat_a"", ""description"": ""High Court (Patents Court)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""(""}, {""SHAPE"": ""dddd""}, {""ORTH"": "")""}, {""ORTH"": ""EWHC""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""Pat""}, {""ORTH"": "")""}]}"
ewhc_qb,EWHC-QBD,High Court (Queen's Bench Division),https://caselaw.nationalarchives.gov.uk/ewhc/qb/year/d1,[dddd] EWHC d+ (QB),[2022] EWHC 123 (QB),[2022] EWHC 123 (QB),NCitYearAbbrNumDiv,TRUE,TRUE,EW,"{""id"": ""ewhc_qb"", ""description"": ""High Court (Queen's Bench Division)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""EWHC""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""QB""}, {""ORTH"": "")""}]}"
ewhc_qb_a,EWHC-QBD,High Court (Queen's Bench Division),https://caselaw.nationalarchives.gov.uk/ewhc/qb/year/d1,[dddd] EWHC d+ (QB),[2022] EWHC 123 (QB),(2022) EWHC 123 (QB),NCitYearAbbrNumDiv,FALSE,TRUE,EW,"{""id"": ""ewhc_qb_a"", ""description"": ""High Court (Queen's Bench Division)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""(""}, {""SHAPE"": ""dddd""}, {""ORTH"": "")""}, {""ORTH"": ""EWHC""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""QB""}, {""ORTH"": "")""}]}"
ewhc_tcc,EWHC-QBD-TCC,High Court (Technology and Construction Court),https://caselaw.nationalarchives.gov.uk/ewhc/tcc/year/d1,[dddd] EWHC d+ (TCC),[2022] EWHC 123 (TCC),[2022] EWHC 123 (TCC),NCitYearAbbrNumDiv,TRUE,TRUE,EW,"{""id"": ""ewhc_tcc"", ""description"": ""High Court (Technology and Construction Court)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""EWHC""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""TCC""}, {""ORTH"": "")""}]}"
ewhc_tcc_a,EWHC-QBD-TCC,High Court (Technology and Construction Court),https://caselaw.nationalarchives.gov.uk/ewhc/tcc/year/d1,[dddd] EWHC d+ (TCC),[2022] EWHC 123 (TCC),(2022) EWHC 123 (TCC),NCitYearAbbrNumDiv,TRUE,TRUE,EW,"{""id"": ""ewhc_tcc_a"", ""description"": ""High Court (Technology and Construction Court)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""(""}, {""SHAPE"": ""dddd""}, {""ORTH"": "")""}, {""ORTH"": ""EWHC""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""TCC""}, {""ORTH"": "")""}]}"
ftt_grc,UKFTT-GRC,First-tier Tribunal (General Regulatory Chamber),https://caselaw.nationalarchives.gov.uk/ukftt/grc/year/d1_d2,[dddd] UKFTT d1_d2 (GRC),[2022] UKFTT 2020_0341 (GRC),[2022] UKFTT 2020_0341 (GRC),NCitYearAbbrNumUnderNumDiv,TRUE,TRUE,UK,"{""id"": ""ftt_grc"", ""description"": ""First-tier Tribunal (General Regulatory Chamber)"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""UKFTT""}, {""TEXT"": {""REGEX"": ""\\d+_\\d+""}}, {""ORTH"": ""(""}, {""ORTH"": ""GRC""}, {""ORTH"": "")""}]}"
ftt_grc_a,UKFTT-GRC,First-tier Tribunal (General Regulatory Chamber),https://caselaw.nationalarchives.gov.uk/ukftt/grc/year/d1_d2,[dddd] UKFTT d1_d2 (GRC),[2022] UKFTT 2020_0341 (GRC),(2022) UKFTT 2020_0341 (GRC),NCitYearAbbrNumUnderNumDiv,FALSE,TRUE,UK,"{""id"": ""ftt_grc_a"", ""description"": ""First-tier Tribunal (General Regulatory Chamber)"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""(""}, {""SHAPE"": ""dddd""}, {""ORTH"": "")""}, {""ORTH"": ""UKFTT""}, {""TEXT"": {""REGEX"": ""\\d+_\\d+""}}, {""ORTH"": ""(""}, {""ORTH"": ""GRC""}, {""ORTH"": "")""}]}"
ftt_grc_b,UKFTT-GRC,First-tier Tribunal (General Regulatory Chamber),https://caselaw.nationalarchives.gov.uk/ukftt/grc/year/d1_d2,[dddd] UKFTT d1_d2 (GRC),[2022] UKFTT 2020_0341 (GRC),[2022] UKFTT 2020_0341 (GCR),NCitYearAbbrNumUnderNumDiv,FALSE,TRUE,UK,"{""id"": ""ftt_grc_b"", ""description"": ""First-tier Tribunal (General Regulatory Chamber)"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""UKFTT""}, {""TEXT"": {""REGEX"": ""\\d+_\\d+""}}, {""ORTH"": ""(""}, {""ORTH"": ""GCR""}, {""ORTH"": "")""}]}"
ftt_grc_c,UKFTT-GRC,First-tier Tribunal (General Regulatory Chamber),https://caselaw.nationalarchives.gov.uk/ukftt/grc/year/d1_d2,[dddd] UKFTT d1_d2 (GRC),[2022] UKFTT 2020_0341 (GRC),[2022] UKFTT 2020/0341 (GRC),NCitYearAbbrNumUnderNumDiv,FALSE,TRUE,UK,"{""id"": ""ftt_grc_c"", ""description"": ""First-tier Tribunal (General Regulatory Chamber)"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""UKFTT""}, {""TEXT"": {""REGEX"": ""\\d+\\/\\d+""}}, {""ORTH"": ""(""}, {""ORTH"": ""GRC""}, {""ORTH"": "")""}]}"
ftt_hesc,UKFTT-HESC,"First-tier Tribunal (Health, Education and Social Care Chamber)",https://caselaw.nationalarchives.gov.uk/ukftt/hesc/year/d1,[dddd] UKFTT d+ (HESC),[2022] UKFTT 123 (HESC),[2022] UKFTT 123 (HESC),NCitYearAbbrNumDiv,TRUE,TRUE,UK,"{""id"": ""ftt_hesc"", ""description"": ""First-tier Tribunal (Health, Education and Social Care Chamber)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""UKFTT""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""HESC""}, {""ORTH"": "")""}]}"
ftt_tc,UKFTT-TC,First-tier Tribunal (Tax Chamber),https://caselaw.nationalarchives.gov.uk/ukftt/tc/year/d1,[dddd] UKFTT d+ (TC),[2022] UKFTT 123 (TC),[2022] UKFTT 123 (TC),NCitYearAbbrNumDiv,TRUE,TRUE,UK,"{""id"": ""ftt_tc"", ""description"": ""First-tier Tribunal (Tax Chamber)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""UKFTT""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""TC""}, {""ORTH"": "")""}]}"
ftt_tc_a,UKFTT-TC,First-tier Tribunal (Tax Chamber),https://caselaw.nationalarchives.gov.uk/ukftt/tc/year/d1,[dddd] UKFTT d+ (TC),[2022] UKFTT 123 (TC),(2022) UKFTT 123 (TC),NCitYearAbbrNumDiv,FALSE,TRUE,UK,"{""id"": ""ftt_tc_a"", ""description"": ""First-tier Tribunal (Tax Chamber)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""(""}, {""SHAPE"": ""dddd""}, {""ORTH"": "")""}, {""ORTH"": ""UKFTT""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""TC""}, {""ORTH"": "")""}]}"
ukcat,CAT,United Kingdom Competition Appeals Tribunal,https://caselaw.nationalarchives.gov.uk/cat/year/d1,[dddd] CAT d+,[2022] CAT 123,[2022] CAT 123,NCitYearAbbrNum,TRUE,TRUE,UK,"{""id"": ""ukcat"", ""description"": ""United Kingdom Competition Appeals Tribunal"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""CAT""} , {""LIKE_NUM"": true}]}"
ukcat_a,CAT,United Kingdom Competition Appeals Tribunal,https://caselaw.nationalarchives.gov.uk/cat/year/d1,[dddd] CAT d+,[2022] CAT 123,(2022) CAT 123,NCitYearAbbrNum,TRUE,TRUE,UK,"{""id"": ""ukcat_a"", ""description"": ""United Kingdom Competition Appeals Tribunal"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""(""}, {""SHAPE"": ""dddd""}, {""ORTH"": "")""}, {""ORTH"": ""CAT""} , {""LIKE_NUM"": true}]}"
uket,ET,United Kingdom Employment Tribunal,https://caselaw.nationalarchives.gov.uk/eat/year/d1,[dddd] UKET d1/d2,[2022] UKET 123456/2022,[2022] UKET 123456/2022,NCitYearAbrrNumStrokeNum,TRUE,TRUE,UK,"{""id"": ""uket"", ""description"": ""United Kingdom Employment Tribunal"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""UKET""}, {""TEXT"": {""REGEX"": ""\\d+\\/\\d+""}}]}"
uket_a,ET,United Kingdom Employment Tribunal,https://caselaw.nationalarchives.gov.uk/eat/year/d1,[dddd] UKET d1/d2,[2022] UKET 123456/2022,[2022] UKET 123456_2022,NCitYearAbrrNumStrokeNum,FALSE,TRUE,UK,"{""id"": ""uket_a"", ""description"": ""United Kingdom Employment Tribunal"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""UKET""}, {""TEXT"": {""REGEX"": ""\\d+_\\d+""}}]}"
ukhl,UKHL,United Kingdom House of Lords,https://caselaw.nationalarchives.gov.uk/ukhl/year/d1,[dddd] UKHL d+,[2005] UKHL 123,[2005] UKHL 123,NCitYearAbbrNum,TRUE,TRUE,UK,"{""id"": ""ukhl"", ""description"": ""Judicial Committee of the House of Lords"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""UKHL""} , {""LIKE_NUM"": true}]}"
ukhl_a,UKHL,United Kingdom House of Lords,https://caselaw.nationalarchives.gov.uk/ukhl/year/d1,[dddd] UKHL d+,[2005] UKHL 123,(2005) UKHL 123,NCitYearAbbrNum,TRUE,TRUE,UK,"{""id"": ""ukhl_a"", ""description"": ""Judicial Committee of the House of Lords"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""(""}, {""SHAPE"": ""dddd""}, {""ORTH"": "")""}, {""ORTH"": ""UKHL""} , {""LIKE_NUM"": true}]}"
ukpc,UKPC,Judical Committee of the Privy Council,https://caselaw.nationalarchives.gov.uk/jcpc/year/d1,[dddd] UKPC d+,[2022] UKPC 123,[2022] UKPC 123,NCitYearAbbrNum,TRUE,TRUE,UK,"{""id"": ""ukpc"", ""description"": ""Judicial Committee of the Privy Council"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""UKPC""} , {""LIKE_NUM"": true}]}"
ukpc_a,UKPC,Judical Committee of the Privy Council,https://caselaw.nationalarchives.gov.uk/jcpc/year/d1,[dddd] UKPC d+,[2022] UKPC 123,(2022) UKPC 123,NCitYearAbbrNum,FALSE,TRUE,UK,"{""id"": ""ukpc_a"", ""description"": ""Judicial Committee of the Privy Council"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""(""}, {""SHAPE"": ""dddd""}, {""ORTH"": "")""}, {""ORTH"": ""UKPC""} , {""LIKE_NUM"": true}]}"
uksc,UKSC,United Kingdom Supreme Court,https://caselaw.nationalarchives.gov.uk/uksc/year/d1,[dddd] UKSC d+,[2022] UKSC 123,[2022] UKSC 123,NCitYearAbbrNum,TRUE,TRUE,UK,"{""id"": ""uksc"", ""description"": ""United Kingdom Supreme Court"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""UKSC""} , {""LIKE_NUM"": true}]}"
uksc_a,UKSC,United Kingdom Supreme Court,https://caselaw.nationalarchives.gov.uk/uksc/year/d1,[dddd] UKSC d+,[2022] UKSC 123,(2022) UKSC 123,NCitYearAbbrNum,FALSE,TRUE,UK,"{""id"": ""uksc_a"", ""description"": ""United Kingdom Supreme Court"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""(""}, {""SHAPE"": ""dddd""}, {""ORTH"": "")""}, {""ORTH"": ""UKSC""} , {""LIKE_NUM"": true}]}"
ut_aac,UKUT-AAC,Upper Tribunal (Administrative Appeals Chamber),https://caselaw.nationalarchives.gov.uk/ukut/aac/year/d1,[dddd] UKUT d+ (AAC),[2022] UKUT 123 (AAC),[2022] UKUT 123 (AAC),NCitYearAbbrNumDiv,TRUE,TRUE,UK,"{""id"": ""ut_aac"", ""description"": ""Upper Tribunal (Administrative Appeals Chamber)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""UKUT""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""AAC""}, {""ORTH"": "")""}]}"
ut_aac_a,UKUT-AAC,Upper Tribunal (Administrative Appeals Chamber),https://caselaw.nationalarchives.gov.uk/ukut/aac/year/d1,[dddd] UKUT d+ (AAC),[2022] UKUT 123 (AAC),(2022) UKUT 123 (AAC),NCitYearAbbrNumDiv,FALSE,TRUE,UK,"{""id"": ""ut_aac_a"", ""description"": ""Upper Tribunal (Administrative Appeals Chamber)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""(""}, {""SHAPE"": ""dddd""}, {""ORTH"": "")""}, {""ORTH"": ""UKUT""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""AAC""}, {""ORTH"": "")""}]}"
ut_iac,UKUT-IAC,Upper Tribunal (Immigration and Asylum Chamber),https://caselaw.nationalarchives.gov.uk/ukut/iac/year/d1,[dddd] UKUT d+ (IAC),[2022] UKUT 123 (IAC),[2022] UKUT 123 (IAC),NCitYearAbbrNumDiv,TRUE,TRUE,UK,"{""id"": ""ut_iac"", ""description"": ""Upper Tribunal (Immigration and Asylum Chamber)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""UKUT""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""IAC""}, {""ORTH"": "")""}]}"
ut_iac_a,UKUT-IAC,Upper Tribunal (Immigration and Asylum Chamber),https://caselaw.nationalarchives.gov.uk/ukut/iac/year/d1,[dddd] UKUT d+ (IAC),[2022] UKUT 123 (IAC),(2022) UKUT 123 (IAC),NCitYearAbbrNumDiv,FALSE,TRUE,UK,"{""id"": ""ut_iac_a"", ""description"": ""Upper Tribunal (Immigration and Asylum Chamber)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""(""}, {""SHAPE"": ""dddd""}, {""ORTH"": "")""}, {""ORTH"": ""UKUT""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""IAC""}, {""ORTH"": "")""}]}"
ut_lc,UKUT-LC,Upper Tribunal (Lands Chamber),https://caselaw.nationalarchives.gov.uk/ukut/lc/year/d1,[dddd] UKUT d+ (LC),[2022] UKUT 123 (LC),[2022] UKUT 123 (LC),NCitYearAbbrNumDiv,TRUE,TRUE,UK,"{""id"": ""ut_lc"", ""description"": ""Upper Tribunal (Immigration and Asylum Chamber)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""UKUT""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""LC""}, {""ORTH"": "")""}]}"
ut_lc_a,UKUT-LC,Upper Tribunal (Lands Chamber),https://caselaw.nationalarchives.gov.uk/ukut/lc/year/d1,[dddd] UKUT d+ (LC),[2022] UKUT 123 (LC),(2022) UKUT 123 (LC),NCitYearAbbrNumDiv,FALSE,TRUE,UK,"{""id"": ""ut_lc_a"", ""description"": ""Upper Tribunal (Immigration and Asylum Chamber)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""(""}, {""SHAPE"": ""dddd""}, {""ORTH"": "")""}, {""ORTH"": ""UKUT""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""LC""}, {""ORTH"": "")""}]}"
ut_tcc,UKUT-TCC,Upper Tribunal (Tax and Chancery Chamber),https://caselaw.nationalarchives.gov.uk/ukut/tcc/year/d1,[dddd] UKUT d+ (TCC),[2022] UKUT 123 (TCC),[2022] UKUT 123 (TCC),NCitYearAbbrNumDiv,TRUE,TRUE,UK,"{""id"": ""ut_tcc"", ""description"": ""Upper Tribunal (Tax and Chancery Chamber)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""UKUT""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""TCC""}, {""ORTH"": "")""}]}"
ut_tcc_a,UKUT-TCC,Upper Tribunal (Tax and Chancery Chamber),https://caselaw.nationalarchives.gov.uk/ukut/tcc/year/d1,[dddd] UKUT d+ (TCC),[2022] UKUT 123 (TCC),(2022) UKUT 123 (TCC),NCitYearAbbrNumDiv,FALSE,TRUE,UK,"{""id"": ""ut_tcc_a"", ""description"": ""Upper Tribunal (Tax and Chancery Chamber)"" ,""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""(""}, {""SHAPE"": ""dddd""}, {""ORTH"": "")""}, {""ORTH"": ""UKUT""} , {""LIKE_NUM"": true}, {""ORTH"": ""(""}, {""ORTH"": ""TCC""}, {""ORTH"": "")""}]}"
pnlr,PNLR,Professional Negligence and Liability Reports,,[dddd] PNLR d+,[2022] PNLR 123,[2022] PNLR 123,PubYearAbbrNum,TRUE,FALSE,EW,"{""id"": ""pnlr"", ""description"": ""Professional Negligence and Liability Reports"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""},{""ORTH"": ""PNLR""},{""LIKE_NUM"": true}]}"
pnlr_a,PNLR,Professional Negligence and Liability Reports,,[dddd] PNLR d+,[2022] PNLR 123,[2022] P.N.L.R 123,PubYearAbbrNum,FALSE,FALSE,EW,"{""id"": ""pnlr_a"", ""description"": ""Professional Negligence and Liability Reports"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""},{""ORTH"": ""P.N.L.R""},{""LIKE_NUM"": true}]}"
ptsr,PTSR,The Public & Third Sector Reports (ICLR),,[dddd] PTSR d+,[2022] PTSR 123,[2022] PTSR 123,PubYearAbbrNum,TRUE,FALSE,EW,"{""id"": ""ptsr"", ""description"": ""Public & Third Sector Reports (ICLR)"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""PTSR""},{""LIKE_NUM"": true}]}"
rpc,RPC,Reports of Patents Cases,,[dddd] RPC d+,[2022] RPC 123,[2022] RPC 123,PubYearAbbrNum,TRUE,FALSE,EW,"{""id"": ""rpc"", ""description"": ""Reports of Patents Cases"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""},{""ORTH"": ""RPC""},{""LIKE_NUM"": true}]}"
rpc_a,RPC,Reports of Patents Cases,,[dddd] RPC d+,[2022] RPC 123,[2022] R.P.C. 123,PubYearAbbrNum,FALSE,FALSE,EW,"{""id"": ""rpc_a"", ""description"": ""Reports of Patents Cases"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""},{""ORTH"": ""R.P.C.""},{""LIKE_NUM"": true}]}"
stc,STC,Simon's Tax Cases,,[dddd] STC d+,[2022] STC 123,[2022] STC 123,PubYearAbbrNum,TRUE,FALSE,EW,"{""id"": ""stc"", ""description"": ""Simon's Tax Cases"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""},{""ORTH"": ""STC""},{""LIKE_NUM"": true}]}"
taxcases,Tax Cases,Tax Cases,,d1 TC d2,1 TC 123,1 TC 123,PubNumAbbrNum,TRUE,FALSE,EW,"{""id"": ""taxcases"", ""description"": ""Appeal Cases (1875-1890) (ICLR)"", ""label"": ""CITATION"", ""pattern"": [{""LIKE_NUM"": true},{""ORTH"": ""TC""}, {""LIKE_NUM"": true}]}"
lrae_first_ed,The Law Reports (Admiralty and Ecclesiastical),Admiralty and Ecclesiastical (1865-1875) (ICLR),,LR d1 AE d2,LR 1 AE 123,LR 1 AE 123,PubAbbrNumAbbrNum,TRUE,FALSE,EW,"{""id"": ""lrae_first_ed"", ""description"": ""Admiralty and Ecclesiastical (1865-1875) (ICLR)"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""LR""}, {""LIKE_NUM"": true},{""ORTH"": ""AE""}, {""LIKE_NUM"": true}]}"
lrae_first_ed_a,The Law Reports (Admiralty and Ecclesiastical),Admiralty and Ecclesiastical (1865-1875) (ICLR),,LR d1 AE d2,LR 1 AE 123,LR 1 A&E 123,PubAbbrNumAbbrNum,FALSE,FALSE,EW,"{""id"": ""lrae_first_ed_a"", ""description"": ""Admiralty and Ecclesiastical (1865-1875) (ICLR)"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""LR""}, {""LIKE_NUM"": true},{""ORTH"": ""A&E""}, {""LIKE_NUM"": true}]}"
lrac_single,The Law Reports (Appeal Cases),Appeal Cases (1890-Present) (Single-Volume) (ICLR),,[dddd] AC d+,[2022] AC 123,[2022] AC 123,PubYearAbbrNum,TRUE,FALSE,EW,"{""id"": ""lrac_single"", ""description"": ""Appeal Cases (1890-Present) (Single-Volume) (ICLR)"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""AC""},{""LIKE_NUM"": true}]}"
lrac_single_a,The Law Reports (Appeal Cases),Appeal Cases (1890-Present) (Single-Volume) (ICLR),,[dddd] AC d+,[2022] AC 123,[2022] A.C. 123,PubYearAbbrNum,FALSE,FALSE,EW,"{""id"": ""lrac_single_a"", ""description"": ""Appeal Cases (1890-Present) (Single-Volume) (ICLR)"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""[""}, {""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""A.C.""},{""LIKE_NUM"": true}]}"
lrac_single_b,The Law Reports (Appeal Cases),Appeal Cases (1890-Present) (Single-Volume) (ICLR),,[dddd] AC d+,[2022] AC 123,(2022) A.C. 123,PubYearAbbrNum,FALSE,FALSE,EW,"{""id"": ""lrac_single_b"", ""description"": ""Appeal Cases (1890-Present) (Single-Volume) (ICLR)"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""(""}, {""SHAPE"": ""dddd""}, {""ORTH"": "")""}, {""ORTH"": ""A.C.""},{""LIKE_NUM"": true}]}"
lrac_single_c,The Law Reports (Appeal Cases),Appeal Cases (1890-Present) (Single-Volume) (ICLR),,[dddd] AC d+,[2022] AC 123,(2022)) AC 123,PubYearAbbrNum,FALSE,FALSE,EW,"{""id"": ""lrac_single_c"", ""description"": ""Appeal Cases (1890-Present) (Single-Volume) (ICLR)"", ""label"": ""CITATION"", ""pattern"": [{""ORTH"": ""(""}, {""SHAPE"": ""dddd""}, {""ORTH"": "")""}, {""ORTH"": "")""},{""ORTH"": ""AC""},{""LIKE_NUM"": true}]}"
lrac_single_d,The Law Reports (Appeal Cases),Appeal Cases (1890-Present) (Single-Volume) (ICLR),,[dddd] AC d+,[2022] AC 123,2022] AC 123,PubYearAbbrNum,TRUE,FALSE,EW,"{""id"": ""lrac_single_d"", ""description"": ""Appeal Cases (1890-Present) (Single-Volume) (ICLR)"", ""label"": ""CITATION"", ""pattern"": [{""SHAPE"": ""dddd""}, {""ORTH"": ""]""}, {""ORTH"": ""AC""},{""LIKE_NUM"": true}]}"
